movie.num,movie.year,movie.name,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6
8929,2003,Winsor McCay: The Master Edition,20,26,56,43,13,3.018987341772152
8953,2003,MTV Video Music Awards Collection: Rock,22,34,27,7,23,2.7787610619469025
9025,1993,City Hunter,71,84,151,108,86,3.108
9049,1997,Boogie Nights,9,47,166,182,96,3.618
9073,2002,Dawg,92,135,186,70,17,2.57
9097,1986,Gung Ho,16,63,214,155,52,3.328
9145,2005,Alicia Keys: Unplugged,18,8,14,40,47,3.7086614173228347
9169,1966,A Funny Thing Happened on the Way to the Forum,16,61,160,153,110,3.56
9193,1992,George Carlin: Doin' It Again,26,16,92,139,147,3.869047619047619
9217,1981,Cheech & Chong's Nice Dreams,32,67,157,132,112,3.45
9241,2000,Before Night Falls,25,51,137,186,101,3.574
9265,1992,Batman Returns,9,57,205,178,51,3.41
9289,2003,The Five Obstructions,55,50,102,169,124,3.514
9313,2000,The Elite,27,33,38,10,8,2.4741379310344827
9337,1979,Three's Company: Season 4,32,32,99,165,172,3.826
9361,2001,Second to Die,31,41,49,11,4,2.3823529411764706
9385,1996,Legend of Crystania: The Chaos Ring,20,17,49,20,11,2.871794871794872
9409,1970,Isle of Wight Festival: Message to Love: 1970,25,44,121,79,37,3.19281045751634
9433,1971,Fiddler on the Roof,14,23,89,187,187,4.02
9457,2004,Wacky Races: The Complete Series,26,10,30,44,23,3.210526315789474
9481,1972,Deliverance,11,27,146,216,100,3.734
9505,1997,Insomnia,16,67,190,167,60,3.376
9529,2003,National Lampoon's Christmas Vacation 2: Cousin Eddie's Island Adventure,195,170,92,23,20,2.006
9553,2002,And Now ... Ladies and Gentlemen,80,134,176,86,24,2.68
9577,1990,Jeeves and Wooster: Season 4,31,27,75,142,225,4.006
9601,1997,The Wedding Party,33,70,85,24,4,2.5185185185185186
9649,2004,Ramones: Raw,32,33,110,85,70,3.3878787878787877
9673,2001,The Weight of Water,29,121,235,93,22,2.916
9697,2001,Love in a Cold Climate,12,19,39,30,23,3.268292682926829
9721,1995,Bloodfist 8: Hard Way Out,30,28,26,13,9,2.4622641509433962
9745,2001,Deuces Wild,44,129,198,93,36,2.896
9769,2001,Dead in the Water,55,111,112,37,12,2.510703363914373
9793,2005,Vaada,14,28,54,36,18,3.1066666666666665
9817,1974,Juggernaut,19,41,143,61,19,3.070671378091873
9841,2003,The Order,79,123,187,86,25,2.71
9865,2003,Miracles: The Complete Series,30,11,61,88,62,3.5595238095238093
9889,1987,Heat,32,77,178,113,68,3.230769230769231
9913,2003,The Animatrix,24,54,147,175,100,3.546
9937,1983,Knight Rider: Season 2,45,37,129,130,159,3.642
9961,2001,Monty Python Live!,15,13,77,179,216,4.136
9985,1996,Foxfire,31,76,188,134,71,3.276
10009,2000,All My Loved Ones,13,18,50,41,23,3.296551724137931
10033,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,53,99,149,124,75,3.138
10057,1996,The Titanic (Documentary),61,84,184,123,48,3.026
10081,2004,Reconstruction: The Second Civil War: American Experience,15,11,63,85,25,3.472361809045226
10105,1987,The Big Easy,5,38,191,202,64,3.564
10129,2002,Paper Soldiers,57,96,149,77,55,2.947004608294931
10153,1999,The Adventures of Sebastian Cole,52,76,185,136,51,3.116
10177,1985,Wetherby,36,62,71,28,7,2.549019607843137
10201,2003,Colosseum: A Gladiator's Story,8,14,48,48,30,3.527027027027027
10225,1993,Groundhog Day,10,18,105,225,142,3.942
10249,1988,Stormy Monday,58,124,190,76,16,2.7155172413793105
10297,1998,Fifteen & Pregnant,21,54,190,149,86,3.45
10321,1975,Upstairs Downstairs: Season 5,31,19,44,142,264,4.178
10345,1965,Cat Ballou,11,46,160,179,104,3.638
10369,1972,Upstairs Downstairs: Season 2,31,23,49,164,233,4.09
10393,2000,Just One Time,42,98,167,147,46,3.114
10417,2000,Jesus,63,38,119,145,135,3.502
10441,2004,Fred Rogers: America's Favorite Neighbor,20,8,40,30,48,3.5342465753424657
10465,2002,Bruce Springsteen and The E Street Band: Live in Barcelona,41,27,75,138,179,3.841304347826087
10513,2001,La Repetition,57,84,112,42,7,2.5298013245033113
10537,2001,America: A Tribute to Heroes,63,54,147,133,103,3.318
10561,2005,Ice Princess,6,33,161,185,115,3.74
10585,1998,Duplicate,38,51,67,43,20,2.7990867579908674
10609,1978,Best of The Muppet Show: Harry Belafonte / Linda Ronstadt / John Denver,13,22,92,196,177,4.004
10633,2003,It Runs in the Family,52,141,228,65,14,2.696
10657,2000,Joe Gould's Secret,51,115,183,124,27,2.922
10681,2000,Flickering Lights,16,28,45,38,15,3.056338028169014
10705,1998,The Cheap Killers,28,22,27,7,5,2.3146067415730336
10729,1985,Ran,19,21,87,171,202,4.032
10753,1999,Invisible Mom 2,16,25,36,14,10,2.772277227722772
10777,1999,Battle Athletes Victory: Vol. 3: Tragedy & Triumph,57,20,60,91,89,3.4258675078864353
10801,1999,The Best of the Andy Williams Show,41,24,53,44,26,2.9468085106382977
10825,1993,Red Dwarf: Series 6,32,7,40,133,288,4.276
10849,1992,The Iceman: Confessions of a Mafia Hitman,37,70,176,140,77,3.3
10873,2004,A Different Loyalty,47,125,124,32,6,2.4760479041916166
10897,1978,Don,20,24,66,107,68,3.6280701754385967
10921,2003,Just Married,37,111,192,119,41,3.032
10945,1997,The Land Before Time V: The Mysterious Island,22,25,93,184,176,3.934
10993,2000,Boys Life 3,62,121,180,94,43,2.87
11017,1965,Father of a Soldier,22,17,28,33,32,3.272727272727273
11041,2003,The Weather,17,21,70,65,49,3.4864864864864864
11065,1994,A Low Down Dirty Shame,31,84,184,125,76,3.262
11089,2001,Monsters. Inc.,5,11,77,171,236,4.244
11113,1999,Jesus and the Shroud of Turin,18,15,41,72,70,3.7453703703703702
11137,1996,Bogus,41,77,205,120,57,3.15
11161,2000,The Next Best Thing,72,120,179,98,31,2.792
11209,1983,Risky Business,6,23,166,218,87,3.714
11233,1975,Baretta: Season 1,30,29,69,36,16,2.8833333333333333
11257,1996,Original Gangstas,73,96,141,69,34,2.7457627118644066
11305,2002,Queen: Greatest Video Hits 1,14,18,45,84,62,3.726457399103139
11329,2001,Stripped,124,135,85,21,13,2.111111111111111
11353,1999,Indigo Girls: Live at the Fillmore. Denver,23,29,60,45,38,3.235897435897436
11377,2001,Chilly Dogs,39,47,84,39,18,2.7797356828193833
11401,1999,The Thirteenth Floor,19,58,192,177,54,3.378
11425,2003,The Big Empty,61,108,220,91,20,2.802
11473,1996,The Sorcerer Hunters,53,61,118,126,103,3.3579175704989153
11497,1998,Outrage,26,43,74,24,10,2.711864406779661
11521,2002,Lord of the Rings: The Two Towers,9,9,37,113,332,4.5
11545,2001,The Blair Thumb,31,19,28,16,18,2.7410714285714284
11569,2004,The Hee Haw Collection: Vol. 3,46,36,90,46,48,3.0526315789473686
11593,1995,Tom and Huck,17,49,202,159,73,3.444
11617,1993,Green Snake,48,85,127,65,26,2.8176638176638176
11641,1994,My So-Called Life,11,24,54,123,288,4.306
11665,1999,Hide and Seek,41,68,169,127,95,3.334
11689,1980,Ffolkes,13,16,46,20,7,2.9215686274509802
11713,1999,Dark Shadows,54,74,123,94,103,3.263392857142857
11737,1987,Mr. Vampire 3,21,19,48,28,18,3.0223880597014925
11761,2000,Orfeu,27,25,45,45,13,2.9483870967741934
11785,1980,Pride and Prejudice,22,39,122,159,158,3.784
11809,1996,Bob Hope: Hollywood's Brightest Star,11,9,33,12,15,3.1375
11833,1997,All Over Me,29,57,143,112,58,3.2832080200501252
11857,2000,The Man Show: Season 2,58,22,84,142,194,3.784
11881,1993,For Love or Money,5,42,211,186,56,3.492
11905,2002,Sam & Janet,25,44,56,27,9,2.6956521739130435
11929,1997,Anaconda,71,147,180,64,38,2.702
11953,2001,The Duplicate,40,34,21,4,4,2.0097087378640777
11977,2002,The Dead Zone,10,32,127,179,152,3.862
12001,1995,El Callejon De Los Milagros,20,32,129,145,51,3.4641909814323606
12025,1994,That's Entertainment 3,21,23,123,164,117,3.7433035714285716
12049,1995,John Denver: Wildlife Concert,52,22,88,119,101,3.5104712041884816
12073,2001,Rain,68,149,146,98,39,2.782
12097,1988,Without a Clue,34,58,179,168,61,3.328
12121,2000,Pretty Devils,25,123,235,97,20,2.928
12145,1981,Absence of Malice,11,20,155,244,70,3.684
12169,2000,Duets,43,94,216,110,37,3.008
12193,2002,The Fabulous '50s,24,33,105,76,38,3.2572463768115942
12217,1994,One Arm Hero,20,9,32,8,3,2.513888888888889
12241,2003,Family Reunion,63,39,26,7,9,2.0277777777777777
12265,1978,The Challenge of the Superfriends: Season 1,22,33,136,148,161,3.786
12289,1998,Kareeb,20,18,34,7,5,2.511904761904762
12313,1973,The Mack,44,63,130,140,123,3.47
12337,1972,Slaughterhouse Five,17,48,167,185,83,3.538
12385,1995,The Autopsy Files,13,41,92,84,52,3.4290780141843973
12409,2005,Today You Die,58,112,197,100,33,2.876
12433,1961,Mr. Sardonicus,50,91,197,101,44,2.9958592132505175
12457,2002,Bark,23,40,50,20,7,2.6285714285714286
12481,1995,Beyond the Clouds,72,111,180,101,36,2.836
12505,1984,Care Bears: Kingdom of Caring,44,27,124,148,157,3.694
12529,1998,Darkness Falls,42,78,148,122,110,3.36
12553,2000,Legend of Loch Lomond: IMAX,19,31,39,14,6,2.6055045871559632
12577,1962,Beany and Cecil,39,51,66,44,39,2.9707112970711296
12601,2004,Justice League: The Brave and the Bold,16,18,93,196,177,4.0
12625,1984,Boy Meets Girl,39,43,22,12,5,2.1818181818181817
12649,2000,Attraction,62,108,108,28,5,2.3762057877813505
12673,2002,Wisegirls,50,111,206,103,30,2.904
12697,1992,Tropical Rainforest: IMAX,63,108,175,106,48,2.936
12745,1986,River's Edge,20,57,169,190,64,3.442
12793,1987,Alf: Season 2,43,34,123,122,178,3.716
12817,2001,Black River,26,42,66,23,6,2.638036809815951
12841,1973,The Boy in the Plastic Bubble / The Harrad Experiment: Double Feature,27,79,254,100,40,3.094
12865,2001,The Shrink Is In,24,46,126,40,17,2.9209486166007905
12889,1975,Race with the Devil,24,40,102,91,34,3.2439862542955327
12913,1988,Funny Farm,27,58,176,146,93,3.44
12937,1999,Buffy the Vampire Slayer: Season 4,24,9,40,138,289,4.318
12961,2000,Sally Hemings: An American Scandal,10,10,34,24,7,3.0941176470588236
12985,2005,Tom and Jerry: Spotlight Collection: Vol. 2,13,2,22,44,34,3.7304347826086954
13009,2004,Yoga: Step by Step,18,37,100,43,20,3.0458715596330275
13033,2000,Death Row Uncut,75,49,71,34,42,2.7011070110701105
13081,2004,Troy,31,59,134,147,129,3.568
13105,2000,Manilow: Live,45,11,54,97,103,3.6516129032258067
13129,1998,Sex and the City: Season 1,35,29,66,142,228,3.998
13153,2002,Wish You Were Dead,37,50,56,18,5,2.4216867469879517
13177,2002,CSI: Miami: Season 1,30,25,70,157,218,4.016
13201,1993,Deadful Melody,51,63,157,76,48,3.017721518987342
13225,1997,Under Pressure,14,35,62,38,9,2.9556962025316458
13249,2003,The Butterfly,7,10,123,230,130,3.932
13273,2004,House of Flying Daggers,18,47,133,182,120,3.678
13297,2004,Cirque du Soleil: Midnight Sun,18,18,40,28,15,3.033613445378151
13321,2001,Kuch Khatti Kuch Meethi,18,27,36,15,3,2.5757575757575757
13345,1978,Langrishe Go Down,25,57,38,13,6,2.4100719424460433
13369,2002,PRIDE Fighting Championships: Cold Fury 2,12,15,41,46,36,3.526666666666667
13393,1990,Alice,36,58,194,157,55,3.274
13417,1997,Home Alone 3,108,116,148,86,42,2.676
13465,2000,In the Beginning,50,36,84,48,35,2.9288537549407114
13489,2000,Attila,50,79,167,146,58,3.166
13513,1986,No Mercy,27,82,226,130,35,3.128
13537,1967,Otis Redding: Remembering Otis,16,22,59,34,28,3.2264150943396226
13561,2003,Monsieur Ibrahim,3,32,109,245,111,3.858
13585,2001,Downtown 81,52,111,170,97,70,3.044
13609,2000,Clint Eastwood: Out of the Shadows,42,47,174,115,56,3.2211981566820276
13633,1962,Girls! Girls! Girls!,30,52,179,130,109,3.472
13657,1979,Christ Stopped at Eboli,24,24,42,73,32,3.3333333333333335
13681,2001,Surviving Gilligan's Island,67,52,86,49,37,2.783505154639175
13705,1992,Basic Instinct,9,36,172,206,77,3.612
13729,2003,Blue Man Group: The Complex Rock Tour Live,49,65,139,145,102,3.372
13753,2002,Wolves of Wall Street,95,86,41,5,10,1.9409282700421941
13777,1987,Heaven,36,47,40,19,12,2.5064935064935066
13801,1970,Night Gallery: Season 1,23,49,166,162,100,3.534
13825,1988,The Vanishing,14,33,161,200,92,3.646
13849,1998,Trans,33,32,33,20,1,2.361344537815126
13873,2001,The Breed,56,110,196,91,47,2.926
13897,2002,Witch Hunter Robin,9,26,78,174,213,4.112
13921,2002,Searching for Debra Winger,54,79,204,111,52,3.056
13945,2002,The Gatekeeper,33,67,80,30,15,2.6755555555555555
13969,2003,Patricia Routledge in Three Portraits,31,22,46,41,31,3.111111111111111
13993,1993,Babylon 5: The Gathering,22,25,90,157,206,4.0
14017,1999,Batman Beyond: School Dayz / Spellbound,27,24,112,177,160,3.838
14041,2001,Chasing Holden,40,70,55,16,14,2.4564102564102566
14065,1994,Little Big League,37,83,189,136,55,3.178
14089,2004,Mo'Nique: One Night Stand,21,24,74,98,69,3.5944055944055946
14113,2003,Stitch! The Movie,22,43,147,177,111,3.624
14137,1995,Johnny Mnemonic,37,106,179,140,38,3.072
14185,1964,Mary Poppins,7,21,82,170,220,4.15
14209,2000,Pitch Black,14,52,160,187,87,3.562
14233,2002,Dirty Pretty Things,16,48,175,194,67,3.496
14257,1997,The Life of Jesus,18,17,34,11,12,2.8043478260869565
14305,1992,Wild Orchid 2,16,33,48,13,8,2.694915254237288
14329,1996,Occasional Hell,31,84,90,18,7,2.5043478260869567
14377,1998,Home Fries,40,130,212,93,25,2.866
14401,2002,Ranma 1/2: Ranma Forever: Vol. 5: Wretched Rice Cakes of Love,34,24,77,144,221,3.988
14425,1980,Shogun,20,27,92,221,140,3.868
14449,1992,Moody Blues: A Night at Red Rocks,13,6,23,36,26,3.5384615384615383
14497,1998,The Last Don II,42,85,158,115,100,3.292
14521,2001,Roswell: Season 3,30,25,66,130,249,4.086
14545,2004,King Arthur,24,61,148,183,84,3.484
14569,1963,Judy Garland: Live at the London Palladium,9,9,27,22,16,3.325301204819277
14593,1993,My Life,19,47,155,189,90,3.568
14617,1965,The Three Stooges Cartoons,18,15,33,9,20,2.9789473684210526
14641,2003,NFL Films: Ice Bowl / Green Bay Packers History,24,4,22,39,41,3.5307692307692307
14665,1969,Benny Hill: Complete and Unadulterated: The Naughty Early Years: Set 3,14,17,40,20,11,2.9705882352941178
14713,1988,Off Limits,13,26,88,36,7,2.988235294117647
14737,2002,The Sweetest Thing,65,74,153,134,74,3.156
14761,1993,Visions of Light,15,28,118,205,134,3.83
14785,1987,Big Bad Mama 2,47,63,59,19,6,2.350515463917526
14809,1966,Walk. Don't Run,23,53,163,163,98,3.52
14833,1993,Puppetmaster,37,41,48,37,33,2.938775510204082
14857,2002,First Shot,85,106,181,103,25,2.754
14881,2000,Anne of Green Gables: The Continuing Story,30,39,89,175,167,3.82
14905,1978,Soap: Season 2,16,16,83,192,193,4.06
14929,1995,Angela,44,56,57,32,20,2.6555023923444976
14953,1986,Pretty in Pink,10,31,148,196,115,3.75
14977,1984,Streets of Fire,33,82,171,138,76,3.284
15001,2002,Ai Yori Aoshi,33,31,61,136,239,4.034
15025,1999,Seventh Sense,33,57,44,37,14,2.6864864864864866
15049,1988,Red Dwarf: Series 4: Bonus Material,17,10,39,85,100,3.960159362549801
15073,1966,The Avengers '66,36,35,144,169,116,3.588
15097,2003,Blue Citrus Hearts,72,69,64,29,9,2.316872427983539
15121,2003,National Geographic: Surviving West Point,17,33,71,95,34,3.384
15145,2004,With God on Our Side: George W. Bush and the Rise of the Religious Right in America,27,24,75,41,27,3.0876288659793816
15169,1973,One Little Indian,15,14,49,17,10,2.933333333333333
15217,2005,Baki the Grappler,2,2,13,18,45,4.275
15265,1972,Napoleon & Samantha,29,29,100,60,23,3.078838174273859
15289,1970,Joe,61,109,186,120,24,2.874
15313,2004,In Enemy Hands,19,66,213,162,40,3.276
15337,2001,Sound of the Sea,19,37,98,45,19,3.036697247706422
15361,2001,Iris,8,49,172,200,71,3.554
15385,1997,Amistad,17,32,139,194,118,3.728
15409,2004,Eurotrip,26,69,158,155,92,3.436
15433,1992,Bikini Summer 2,31,36,24,8,10,2.3577981651376145
15457,2003,Jeff Foxworthy: You Might Be a Redneck / Check Your Neck,19,31,112,197,141,3.82
15481,2001,See Spot Run,59,82,184,113,62,3.074
15505,1997,Moon Over Broadway,28,42,124,63,29,3.0804195804195804
15529,1997,Money Talks,12,65,198,145,80,3.432
15553,2001,Promises,18,30,80,197,175,3.962
15577,2001,Ski Movie II: High Society,22,30,40,67,36,3.3333333333333335
15601,1996,Gotti,24,77,179,153,67,3.324
15625,2002,Keep the Faith. Baby,21,12,53,52,16,3.1948051948051948
15673,1996,The Italians,25,44,52,27,12,2.73125
15697,1997,Future War,67,30,13,4,5,1.7394957983193278
15721,2004,Krav Maga: Basic Combatives,17,16,55,16,14,2.9491525423728815
15745,1999,The King and I (Animated),54,54,202,111,79,3.214
15769,1987,Raw,8,30,106,183,173,3.966
15793,2005,The Girl Who Shagged Me,145,57,21,5,10,1.6470588235294117
15817,2000,The Corner,49,31,99,155,166,3.716
15841,1979,Watership Down,23,40,153,186,98,3.592
15865,2001,Amelie: Bonus Material,24,60,105,131,180,3.766
15889,2001,I'm Going Home,64,64,71,33,15,2.477732793522267
15913,2003,Chasing Papi,70,143,181,75,31,2.708
15937,1994,Laadla,18,23,18,14,2,2.453333333333333
15961,2002,Dead and Rotting,43,25,22,4,3,1.958762886597938
15985,1978,Same Time. Next Year,14,33,129,197,127,3.78
16009,2002,High Times' Potluck,36,33,58,19,9,2.5612903225806454
16033,1999,Introducing Dorothy Dandridge,17,42,166,177,98,3.594
16057,1964,Combat! Season 3: Operation 1,20,11,25,38,42,3.5220588235294117
16081,1986,Shocked,21,40,39,3,1,2.2596153846153846
16105,2003,Prison a-Go-Go!,80,33,10,7,4,1.671641791044776
16129,2003,Bob the Builder: Building Friendships,78,40,167,127,88,3.214
16153,2000,Big Eden,19,42,131,180,128,3.712
16177,2001,Jump Tomorrow,71,85,164,127,53,3.012
16201,1996,Waiting for Guffman,17,35,121,192,135,3.786
16225,1993,Snapdragon,49,87,82,21,10,2.4216867469879517
16273,2004,Into the Sun,43,122,195,101,39,2.942
16345,1997,Hidden Hollywood,20,39,54,28,13,2.8376623376623376
16369,1978,Little Feat: Rockpalast Live,34,41,74,65,42,3.15625
16393,2000,Pokemon: The Movie 2000,107,68,153,87,85,2.95
16417,2000,Bad Girls from Valley High,58,102,101,43,18,2.5683229813664594
16441,1992,Honey. I Blew Up the Kid,22,68,199,143,68,3.334
16465,1998,Meet Joe Black,33,54,158,156,99,3.468
16489,1987,Unsolved Mysteries: Miracles,21,18,57,24,26,3.1095890410958904
16513,2001,The Sandy Bottom Orchestra,29,44,105,75,27,3.0964285714285715
16537,1989,Grateful Dead: Downhill from Here,85,29,86,119,181,3.564
16561,1996,The Flower of My Secret,16,57,180,184,63,3.442
16585,2003,World Poker Tour: Season 1,24,8,50,42,42,3.4216867469879517
16609,2003,Pretear,27,37,56,144,236,4.05
16633,2004,The Jack Paar Collection,31,24,49,32,23,2.949685534591195
16657,2000,Resurrection Blvd.: Season 1,33,19,35,41,43,3.245614035087719
16681,2000,Juliet in Love,19,27,23,19,6,2.6382978723404253
16705,1994,Fresh,21,45,139,179,116,3.648
16753,1974,Effi Briest,30,39,59,52,25,3.0146341463414634
16777,1994,Guantanamera,37,51,162,184,66,3.382
16801,1996,Dragon Ball Z: Broly's Second Coming,42,35,74,131,218,3.896
16825,1994,Maverick,14,38,171,186,91,3.604
16849,1980,Tommy & Tuppence: Partners in Crime: Set 2,21,15,58,61,42,3.446700507614213
16873,2003,Water's Edge,28,63,107,27,5,2.643478260869565
16897,1962,Panic in Year Zero / The Last Man on Earth: Double Feature,17,9,53,52,23,3.357142857142857
16921,1993,Dangerous Game,21,24,33,12,5,2.536842105263158
16945,1989,The Return of Swamp Thing,134,157,136,43,30,2.356
16969,2001,Donnie Darko,15,35,97,171,182,3.94
16993,2002,The Smashing Machine,35,29,107,196,133,3.726
17017,2002,Big Shot: Confessions of a Campus Bookie,51,109,192,110,38,2.95
17041,1999,Swing: Cal Pozo's Learn to Dance in Minutes,28,33,41,7,5,2.3684210526315788
17065,1992,Forbidden Homework,38,44,23,6,5,2.103448275862069
17089,1960,Secret Agent A.K.A. Danger Man,39,60,146,165,90,3.414
17113,1994,Milk Money,15,70,203,163,49,3.322
17137,2001,Secret Ballot,55,103,170,96,29,2.869757174392936
17161,1987,Cirque du Soleil: Cirque Reinvented,40,63,138,162,97,3.426
17185,2003,Doppelganger,17,52,73,32,11,2.827027027027027
17209,1994,Holy Matrimony,19,50,60,23,2,2.603896103896104
17233,1973,Sex & Fury,14,18,55,28,16,3.1068702290076335
17281,2004,The Clearing,29,96,263,96,16,2.948
17305,2000,Relative Values,44,85,235,109,27,2.98
17329,2001,Alias Betty,31,78,168,181,42,3.25
17353,2002,Scratch: Bonus Material,3,11,28,50,42,3.873134328358209
17377,2000,Louis Armstrong: Satchmo,15,13,47,65,26,3.4457831325301207
17401,1979,The Champ,27,69,189,133,82,3.348
17425,2000,Best of Boys in Love,115,157,130,74,24,2.47
17449,2004,Born Into Brothels,14,25,113,211,137,3.864
17473,2002,Leela,26,38,84,47,18,2.967136150234742
17497,2002,Kurosawa: A Documentary on the Acclaimed Director,20,32,119,215,114,3.742
17521,2000,Neale Donald Walsch: On Abundance and Holistic Living,36,37,39,24,28,2.823170731707317
17545,2003,Heart,32,33,26,10,4,2.2476190476190476
17569,1960,Davey and Goliath: Vol. 1: Collector's Edition,20,9,28,19,18,3.0638297872340425
17593,2001,The Man Show: Season 3,46,21,84,136,213,3.898
17617,1971,Ginger,70,56,38,19,15,2.257575757575758
17641,1994,Homicide: Life on the Street: Season 4,17,21,43,149,270,4.268
17665,1998,Shark Skin Man and Peach Hip Girl,51,52,123,99,62,3.1782945736434107
17689,2000,Kiss: Unauthorized Kiss,29,27,20,10,7,2.3440860215053765
17713,2004,WWE: Summerslam 2004,42,18,77,131,146,3.7753623188405796
17737,1985,Frank Zappa: Does Humor Belong in Music?,23,21,64,99,79,3.664335664335664
17761,2003,Levity,44,108,212,118,18,2.916
